Bell Gardens Welcomes Walmart Neighborhood Market ,http://news.walmart.com/news-archive/2012/10/09/bell-gardens-welcomes-walmart-neighborhood-market,"October 09, 2012","
            Store brings approximately 65 new jobs, convenient shopping for customers BELL GARDENS, Calif., Oct. 9, 2012 – A Walmart Neighborhood Market will open in Bell Gardens on Wednesday, Oct. 17,…"
Rincon Walmart Welcomes Shoppers to Renovated Store,http://news.walmart.com/news-archive/2010/09/09/rincon-walmart-welcomes-shoppers-to-renovated-store,"September 09, 2010","
            Renovated store offers a glimpse into the next generation of shopping RINCON, Ga., Sept. 6, 2010 – The Walmart at 434 S. Columbia Ave. in Rincon will celebrate a grand re-opening this week, giving…"
New Grocery Option Opening in La Mirada,http://news.walmart.com/news-archive/2013/11/04/new-grocery-option-opening-in-la-mirada,"November 04, 2013","
            LA MIRADA, Calif., Nov. 4, 2013 – La Mirada shoppers will have a new, convenient option for their grocery shopping needs when the new Walmart Neighborhood Market opens on Wednesday, Nov. 6,…"
Walmart Ready to Reveal New Store to Lucas Shoppers,http://news.walmart.com/news-archive/2013/02/06/walmart-ready-to-reveal-new-store-to-lucas-shoppers,"February 06, 2013","
            New Walmart provides 300 jobs, plus savings on wide selection of merchandise  LUCAS, Texas, Feb. 6, 2013 – Residents of Lucas are invited to come to the new Walmart store, which opens Wednesday,…"
Walmart Ready to Reveal New Store to Beverly Hills Shoppers,http://news.walmart.com/news-archive/2013/01/16/walmart-ready-to-reveal-new-store-to-beverly-hills-shoppers,"January 16, 2013","
            New Walmart provides approximately 230 jobs, plus savings on wide selection of merchandise BEVERLY HILLS, Fla., Jan. 16, 2013 – Residents of Beverly Hills are invited to the new Walmart store, which…"
Walmart Ready to Reveal New Store to Patterson Shoppers,http://news.walmart.com/news-archive/2013/01/09/walmart-ready-to-reveal-new-store-to-patterson-shoppers,"January 09, 2013","
            New Walmart provides approximately 320 jobs, plus savings on wide selection of merchandise PATTERSON, Calif., Jan. 9, 2013 – Residents of Patterson are invited to the new Walmart store, which opens…"
Walmart Ready to Reveal New Store to Princeton Shoppers,http://news.walmart.com/news-archive/2013/01/21/walmart-ready-to-reveal-new-store-to-princeton-shoppers,"January 21, 2013","
            New Walmart provides approximately 200 jobs, plus savings on wide selection of merchandise PRINCETON, Minn., Jan. 21, 2013 – Residents of Princeton are invited to the new Walmart store, which opens…"
Walmart Ready to Reveal Expanded Store to Tracy Shoppers,http://news.walmart.com/news-archive/2012/11/27/walmart-ready-to-reveal-expanded-store-to-tracy-shoppers,"November 27, 2012","
            Expanded store creates approximately 90 new jobs TRACY, Calif., Nov. 27, 2012 – Tracy residents are invited to the grand-opening ceremony for the newly expanded Walmart store at 3010 W. Grant Line…"
Cottonwood Walmart Welcomes Shoppers to Remodeled Store,http://news.walmart.com/news-archive/2010/08/25/cottonwood-walmart-welcomes-shoppers-to-remodeled-store,"August 25, 2010","
            New design features expanded selections, more opportunities to save COTTONWOOD, Ariz., Aug. 23, 2010 – The Cottonwood Walmart, located at 2003 E. Rodeo Drive, will celebrate a grand re-opening this…"
New Grocery Option and More Jobs Coming to Derby,http://news.walmart.com/news-archive/2013/06/11/new-grocery-option-more-jobs-coming-to-derby,"June 10, 2013","
            New Walmart Neighborhood Market located at 1106 S. Rock Road Approximately 65 jobs created by Derby Walmart Neighborhood Market Store open daily from 6 a.m. to midnight  DERBY, Kan., June 10, 2013 –…"
Walmart Unveils New Store to Belmont Cragin Shoppers,http://news.walmart.com/news-archive/2013/07/17/walmart-unveils-new-store-to-belmont-cragin-shoppers,"July 16, 2013","
            CHICAGO, July 17, 2013 – Residents in the Belmont Cragin neighborhood now have one-stop shopping convenience for their grocery and general merchandise needs after a new Walmart Supercenter opened…"
Walmart Neighborhood Market Ready to Reveal New Store to Socorro Shoppers,http://news.walmart.com/news-archive/2012/04/18/walmart-neighborhood-market-ready-to-reveal-new-store-to-socorro-shoppers,"April 18, 2012","
            New store offers customers big savings with grocery format SOCORRO, Texas, April 18, 2012 – A new Walmart Neighborhood Market opens this month in Socorro, bringing 90 new jobs, savings for local…"
Walmart Neighborhood Market Ready to Open in Bristol,http://news.walmart.com/news-archive/2013/07/08/walmart-neighborhood-market-ready-to-open-in-bristol,"July 07, 2013","
            BRISTOL, Conn., July 8, 2013 – Bristol residents are invited to attend the grand opening of the Walmart Neighborhood Market, which opens its doors at 325 Oakland St. Wednesday, July 17, following a…"
Walmart to Open New Delano Supercenter,http://news.walmart.com/news-archive/2013/08/12/walmart-to-open-new-delano-supercenter,"August 11, 2013","
            New store located at 530 Woollomes Ave. in Delano Marketplace Delano Walmart creates approximately 300 new jobs Store open 24 hours a day, seven days a week  DELANO, Calif., Aug. 12, 2013 – A new…"
Whitesburg Walmart Marks Completion of Remodel with Grand Re-opening Celebration,http://news.walmart.com/news-archive/2010/11/01/whitesburg-walmart-marks-completion-of-remodel-with-grand-re-opening-celebration,"October 31, 2010","
            New store layout designed to improve shopping experience for customers WHITESBURG, Ky., Oct. 29, 2010 – The Whitesburg Walmart, located at 350 Whitesburg Plaza, will celebrate a grand re-opening this…"
Menomonee Falls Welcomes New Walmart Neighborhood Market ,http://news.walmart.com/news-archive/2012/10/17/menomonee-falls-welcomes-new-walmart-neighborhood-market,"October 17, 2012","
            Store brings approximately 90 new jobs, new store format to the state MENOMONEE FALLS, Wis., Oct. 17, 2012 – Menomonee Falls first Walmart Neighborhood Market will open Wednesday, Oct. 24, providing…"
Walmart Ready to Reveal New Store to Tucson Shoppers,http://news.walmart.com/news-archive/2012/10/24/walmart-ready-to-reveal-new-store-to-tucson-shoppers,"October 24, 2012","
            New Walmart provides 300 jobs, plus savings on wide selection of merchandise TUCSON, Ariz., Oct. 16, 2012 – Residents of Tucson are invited to the new Walmart store, which opens Friday, Oct. 26, at…"
Forest Drive Walmart Welcomes Shoppers to Remodeled Store,http://news.walmart.com/news-archive/2010/07/12/forest-drive-walmart-welcomes-shoppers-to-remodeled-store,"July 12, 2010","
             New design features expanded selections, more opportunities to save COLUMBIA, S.C., July 12, 2010 – The Walmart at 5420 Forest Drive in Columbia will celebrate a grand re-opening this week,…"
Walmart Ready to Reveal New Stores to Tucson-Area Shoppers,http://news.walmart.com/news-archive/2013/04/04/walmart-ready-to-reveal-new-stores-to-tucson-area-shoppers,"April 03, 2013","
            New Kolb Road Walmart Neighborhood Market located at 2550 S.W. Kolb Road New Camino Seco Walmart Neighborhood Market located at 8640 E. Broadway Blvd.  Approximately 200 jobs created by both Walmart…"
Walmart Ready to Reveal New Store to Chatham County Shoppers,http://news.walmart.com/news-archive/2013/06/11/walmart-ready-to-reveal-new-store-to-chatham-county-shoppers,"June 10, 2013","
            CHATHAM COUNTY, N.C., June 4, 2013 – Chatham County residents will soon have one-stop shopping convenience for their grocery and general merchandise needs when a new Walmart Supercenter opens…"
Walmart Ready to Reveal Expanded Store to Beavercreek Shoppers,http://news.walmart.com/news-archive/2013/07/03/walmart-ready-to-reveal-expanded-store-to-beavercreek-shoppers,"July 02, 2013","
            Store located at 3360 Pentagon Blvd. Approximately 63,000 additional square feet Beavercreek Walmart creates approximately 80 additional jobs Store open 24 hours a day, seven days a week …"
Hanover Walmart Ready to Reveal New Look and Layout,http://news.walmart.com/news-archive/2010/07/27/hanover-walmart-ready-to-reveal-new-look-layout,"July 27, 2010","
            Store renovation brings more convenience, expanded selections for local shoppers HANOVER, Mass., July 26, 2010 – The Hanover Walmart, located at 1775 Washington St., will celebrate a grand re-opening…"
Plymouth Walmart Ready to Reveal New Look and Layout,http://news.walmart.com/news-archive/2010/10/20/plymouth-walmart-ready-to-reveal-new-look-layout,"October 19, 2010","
            Store renovation brings more convenience, expanded selections for local shoppers PLYMOUTH, N.H., Oct. 15, 2010 – The Plymouth Walmart, located at 683 Tenney Mountain Highway, will celebrate a grand…"
Walmart Ready to Reveal New Store to Gardnerville Shoppers,http://news.walmart.com/news-archive/2013/01/09/walmart-ready-to-reveal-new-store-to-gardnerville-shoppers,"January 09, 2013","
            New Walmart provides approximately 250 jobs, plus savings on wide selection of merchandise  GARDNERVILLE, Nev., Jan. 9, 2013 – Residents of Gardnerville are invited to the new Walmart store,…"
Walmart Ready to Reveal New Store to Renaissance Square Shoppers,http://news.walmart.com/news-archive/2013/01/25/walmart-ready-to-reveal-new-store-to-renaissance-square-shoppers,"January 25, 2013","
            New Walmart provides approximately 300 jobs, plus savings on wide selection of merchandise FORT WORTH, Texas, Jan. 25, 2013 – Residents of Fort Worth are invited to the new Walmart store, which opens…"
Walmart Ready to Reveal New Store to Newport News Shoppers,http://news.walmart.com/news-archive/2013/01/25/walmart-ready-to-reveal-new-store-to-newport-news-shoppers,"January 25, 2013","
            New Walmart provides approximately 300 jobs, plus savings on wide selection of merchandise NEWPORT NEWS, Va., Jan. 25, 2013 – Residents of Newport News are invited to the new Walmart store, which…"
More Jobs and Grocery Options Coming to Virginia Beach,http://news.walmart.com/news-archive/2013/06/11/more-jobs-grocery-options-coming-to-virginia-beach,"June 10, 2013","
            VIRGINIA BEACH, Va., June 3, 2013 – Walmart Neighborhood Market is coming to Virginia Beach, bringing shoppers an excellent alternative to shop for groceries, including fresh produce. The store,…"
Walmart Ready to Reveal New Store to Irvine Shoppers,http://news.walmart.com/news-archive/2012/11/28/walmart-ready-to-reveal-new-store-to-irvine-shoppers,"November 28, 2012","
            New store provides 300 jobs, plus savings on wide variety of merchandise IRVINE, Calif., Nov. 28, 2012 – Residents of Irvine are invited to the new Walmart store, which opens Wednesday, Nov. 28. The…"
"Fresh Produce, Expanded Foods Highlight Remodeled Manahawkin Walmart",http://news.walmart.com/news-archive/2010/08/25/fresh-produce-expanded-foods-highlight-remodeled-manahawkin-walmart,"August 25, 2010","
            Grand re-opening ceremony scheduled for Friday, Aug. 27 MANAHAWKIN, N.J., Aug. 23, 2010 – The Manahawkin Walmart, located at 525 Route 72 W., will celebrate a grand re-opening this week, giving local…"
Parmer Lane Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/09/22/parmer-lane-walmart-unveils-new-design,"September 21, 2010","
            Renovated store offers a glimpse into the next generation of shopping AUSTIN, Texas, Sept. 17, 2010 – The Parmer Lane Walmart, located at 12900 N. Interstate 35 Service Road Sb., will celebrate a…"
Walmart Ready to Reveal New Store to Chantilly Shoppers,http://news.walmart.com/news-archive/2012/03/13/walmart-ready-to-reveal-new-store-to-chantilly-shoppers,"March 13, 2012","
            New Walmart provides 300 jobs, plus savings on wide selection of merchandise CHANTILLY, Va., March 1, 2012 – A new Walmart opens this month in Chantilly, bringing 300 new jobs, savings for local…"
Stephens City Walmart Welcomes Shoppers to New Store,http://news.walmart.com/news-archive/2011/10/17/stephens-city-walmart-welcomes-shoppers-to-new-store,"October 16, 2011","
             Store features new layout with bright, open interior design STEPHENS CITY , Va., Oct. 17, 2011 – A new Walmart opens this month in Stephens City, bringing 300 new jobs, savings for local…"
Walmart Ready to Reveal New Store to Warren Shoppers,http://news.walmart.com/news-archive/2014/02/26/walmart-ready-to-reveal-new-store-to-warren-shoppers,"February 26, 2014","
            New store located at 29176 Van Dyke Ave.Warren Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a weekWARREN, Mich., Feb. 26, 2014 – A new Walmart will open Wednesday,…"
American Fork Walmart Welcomes Shoppers to Remodeled Store,http://news.walmart.com/news-archive/2010/08/06/american-fork-walmart-welcomes-shoppers-to-remodeled-store,"August 06, 2010","
            New design features expanded selections, more opportunities to save AMERICAN FORK, Utah, Aug. 9, 2010 – The Walmart at 949 W. Grassland Drive in American Fork will celebrate a grand re-opening this…"
Auburn Walmart Welcomes Shoppers to Remodeled Store,http://news.walmart.com/news-archive/2010/08/18/auburn-walmart-welcomes-shoppers-to-remodeled-store,"August 18, 2010","
            Renovated store offers a glimpse into the next generation of shopping AUBURN, Maine, Aug. 16, 2010 – The Auburn Walmart, located at 100 Mount Auburn Ave., will celebrate a grand re-opening this week,…"
Taylors Walmart Welcomes Shoppers to Remodeled Store,http://news.walmart.com/news-archive/2010/08/25/taylors-walmart-welcomes-shoppers-to-remodeled-store,"August 25, 2010","
            Renovated store offers a glimpse into the next generation of shopping TAYLORS, S.C., Aug. 23, 2010 – The Walmart at 3027 Wade Hampton Blvd. in Taylors will celebrate a grand re-opening this week,…"
"Expanded Foods, New Layout to Greet Walmart Shoppers in Whitehouse Station",http://news.walmart.com/news-archive/2010/08/25/expanded-foods-new-layout-to-greet-walmart-shoppers-in-whitehouse-station,"August 25, 2010","
            Grand re-opening ceremony scheduled for Friday, Aug. 27 WHITEHOUSE STATION, N.J., Aug. 23, 2010 – The Whitehouse Station Walmart, located at 3576 Route 22 W., will celebrate a grand re-opening this…"
Walmart Ready to Reveal New Store to Brooklyn Center Shoppers,http://news.walmart.com/news-archive/2012/09/04/walmart-ready-to-reveal-new-store-to-brooklyn-center-shoppers,"September 04, 2012","
            New Walmart provides 300 jobs, plus savings on wide selection of merchandise BROOKLYN CENTER, Minn., Sept. 4, 2012 – Residents of Brooklyn Center are invited to the new Walmart store, which opens…"
Walmart Ready to Reveal New Store to San Diego Shoppers,http://news.walmart.com/news-archive/2012/10/19/walmart-ready-to-reveal-new-store-to-san-diego-shoppers,"October 19, 2012","
            New Walmart provides 200 jobs, plus savings on wide selection of merchandise SAN DIEGO, Calif., Oct. 19, 2012 – Residents of San Diego are invited to the new Walmart store, which opens Friday, Oct.…"
Walmart Ready to Reveal New Expanded Store to Oswego Shoppers,http://news.walmart.com/news-archive/2012/10/19/walmart-ready-to-reveal-new-expanded-store-to-oswego-shoppers,"October 19, 2012","
            New Walmart Expansion adds 85 jobs, plus savings on wide selection of merchandise OSWEGO, N.Y., Oct. 19, 2012 – Residents of Oswego are invited to the newly expanded Walmart store, which opens…"
Rockford Celebrates New Design With Grand Re-opening,http://news.walmart.com/news-archive/2010/08/25/rockford-celebrates-new-design-with-grand-re-opening,"August 25, 2010","
            Renovated store now offers a glimpse into the next generation of shopping ROCKFORD, Ill., Aug. 23, 2010 – The Rockford Walmart, located at 3902 W. Riverside Blvd., will celebrate a grand re-opening…"
More Jobs and Grocery Options Coming to Florence,http://news.walmart.com/news-archive/2013/06/12/more-jobs-grocery-options-coming-to-florence,"June 11, 2013","
            New Walmart Neighborhood Market located at 1410 Florence Blvd. Up to 95 jobs created by Florence Walmart Neighborhood Market Store open 6 a.m.–midnight, daily  FLORENCE, Ala., June 3, 2013 – Walmart…"
Downey Welcomes Walmart Neighborhood Market ,http://news.walmart.com/news-archive/2012/11/07/downey-welcomes-walmart-neighborhood-market,"November 07, 2012","
            Store brings new concept, 65 jobs and local favorites to community DOWNEY, Calif., Nov. 7, 2012 – Walmart will open a new Walmart Neighborhood Market on Wednesday, Nov. 7 at 12270 Paramount Blvd. The…"
Naperville Walmart Welcomes Customers to Relocated Store,http://news.walmart.com/news-archive/2014/03/05/naperville-walmart-welcomes-customers-to-relocated-store,"March 05, 2014","
            New store located at 2552 W. 75th St. relocating from 776 S. Route 59 Naperville Walmart creates approximately 80 new jobs Store open 24 hours a day, seven days a week Naperville, Ill., March 5, 2014…"
More Jobs and Grocery Options Coming to Omaha ,http://news.walmart.com/news-archive/2013/06/11/more-jobs-grocery-options-coming-to-omaha,"June 10, 2013","
            New Walmart Neighborhood Market located at 6710 S. 167th St. About 95 jobs created by Omaha Walmart Neighborhood Market Store open 24 hours a day, seven days a week  OMAHA, Neb., June 10, 2013 –…"
Lynnwood Welcomes Walmart Neighborhood Market ,http://news.walmart.com/news-archive/2012/10/01/lynnwood-welcomes-walmart-neighborhood-market,"October 01, 2012","
            Store brings new concept, 90 new jobs and local favorites to community LYNNWOOD, Wash., Oct. 1, 2012 – Walmart will open a new Walmart Neighborhood Market on Oct. 17. The new store, located at 17222…"
Colleyville Welcomes Walmart Neighborhood Market ,http://news.walmart.com/news-archive/2012/10/26/colleyville-welcomes-walmart-neighborhood-market,"October 26, 2012","
            Store brings new concept, 90 new jobs and local favorites to community COLLEYVILLE, Texas, Oct. 26, 2012 – Walmart’s first Walmart Neighborhood Market in Colleyville will open Friday, Nov. 2,…"
More Jobs and Grocery Options Coming to Marietta ,http://news.walmart.com/news-archive/2013/03/18/more-jobs-grocery-options-coming-to-marietta,"March 17, 2013","
            New Walmart Neighborhood Market located at 3372 Canton Road, Marietta, Ga. Approximately 90 jobs created by Marietta Walmart Neighborhood Market Store open 24 hours a day, seven days a week …"
Vestal Walmart Marks Completion of Remodel with Grand Re-Opening Celebration,http://news.walmart.com/news-archive/2010/08/06/vestal-walmart-marks-completion-of-remodel-with-grand-re-opening-celebration,"August 06, 2010","
            New store layout designed to improve shopping experience for customers VESTAL, N.Y., Aug. 9, 2010 – The Vestal Walmart, located at 2405 Vestal Parkway E., will celebrate a grand re-opening this week,…"
Killearn Walmart Celebrates Completion of Remodel with Grand Re-opening,http://news.walmart.com/news-archive/2010/07/12/killearn-walmart-celebrates-completion-of-remodel-with-grand-re-opening,"July 12, 2010","
            TALLAHASSEE, Fla., July 12, 2010 – The Killearn Center Walmart located at 5500 Thomasville Road, will celebrate a grand re-opening this week, giving local shoppers a glimpse of the company’s next…"
New Walmart Neighborhood Market Opens in Farmers Branch,http://news.walmart.com/news-archive/2012/04/17/new-walmart-neighborhood-market-opens-in-farmers-branch,"April 17, 2012","
            New store offers customers big savings with grocery format FARMERS BRANCH, Texas, April 17, 2012 – A new Walmart Neighborhood Market will open in Farmers Branch this week, with a 40,000-square-foot…"
Walmart to Open Neighborhood Market in Colorado Springs,http://news.walmart.com/news-archive/2013/01/11/walmart-to-open-neighborhood-market-in-colorado-springs-2,"January 11, 2013","
            New store offers customers big savings with grocery format COLORADO SPRINGS, Colo., Jan. 7, 2013 – The new Walmart Neighborhood Market in Colorado Springs will open Friday, Jan. 16, providing…"
Walmart Opens Second Neighborhood Market in Springfield,http://news.walmart.com/news-archive/2012/05/21/walmart-opens-second-neighborhood-market-in-springfield,"May 21, 2012","
            New store offers customers savings with grocery format, just in time for Memorial Day weekend SPRINGFIELD, Mo., May 21, 2012 – Walmart opens its second Walmart Neighborhood Market in Missouri,…"
Walmart Ready to Reveal New Store to Burnsville Shoppers,http://news.walmart.com/news-archive/2012/10/16/walmart-ready-to-reveal-new-store-to-burnsville-shoppers,"October 16, 2012","
            New Walmart provides 300 jobs, plus savings on wide selection of merchandise BURNSVILLE, Minn., Oct. 16, 2012 – Residents of Burnsville are invited to the new Walmart store, which opens Friday, Oct.…"
Walmart Opens New Neighborhood Market in Marietta,http://news.walmart.com/news-archive/2013/01/10/walmart-opens-new-neighborhood-market-in-marietta,"January 10, 2013","
            New store offer customers savings with grocery format MARIETTA, Ga., Jan. 10, 2013 – A new Walmart Neighborhood Market will open in Marietta on Wednesday, Jan. 16. This store, located at 1167 Powder…"
Walmart Ready to Reveal Two New Stores to Omaha Shoppers,http://news.walmart.com/news-archive/2014/01/08/walmart-ready-to-reveal-two-new-stores-to-omaha-shoppers,"January 08, 2014","
            Walmart Supercenter located at 5018 Ames Ave.; Walmart Neighborhood Market at 2451 N. 90th St. Omaha Walmarts create approximately 385 new jobs OMAHA, Neb., Jan. 8, 2014 – Two new Walmarts will open…"
"Inside and Out, Walmart in Chanute Gets a New Look",http://news.walmart.com/news-archive/2010/09/09/inside-out-walmart-in-chanute-gets-a-new-look,"September 09, 2010","
            Remodel brings more convenience and more savings on popular products CHANUTE, Kan., Sept. 1, 2010 – The Chanute Walmart, located at 2700 S. Santa Fe, will celebrate a grand re-opening this week,…"
Walmart Ready to Reveal New Store to Cross Roads Shoppers,http://news.walmart.com/news-archive/2013/10/02/walmart-ready-to-reveal-new-store-to-cross-roads-shoppers,"October 02, 2013","
            New store located at 11700 U.S. Highway 380 Cross Roads Walmart creates approximately 300 new jobs Store open 24 hours a day, seven days a week CROSS ROADS, Texas, Oct. 2, 2013 – A new Walmart will…"
Walmart Ready to Reveal New Store to Encinitas Shoppers,http://news.walmart.com/news-archive/2012/06/13/walmart-ready-to-reveal-new-store-to-encinitas-shoppers,"June 13, 2012","
            New store provides 250 jobs, plus savings on wide selection of merchandise ENCINITAS, Calif., June 13, 2012 – A new Walmart opens this month in Encinitas, bringing 250 new jobs, savings for local…"
North Brunswick Walmart Welcomes Shoppers to Remodeled Store,http://news.walmart.com/news-archive/2010/10/18/north-brunswick-walmart-welcomes-shoppers-to-remodeled-store,"October 17, 2010","
            New design features expanded selections, more opportunities to save NORTH BRUNSWICK, N.J., Oct. 15, 2010 – The North Brunswick Walmart, located at 979 Route #1 S., will celebrate a grand re-opening…"
Rocklin’s First Walmart Neighborhood Market Opens September 18th,http://news.walmart.com/2013/09/16/rocklins-first-walmart-neighborhood-market-opens-september-18th,"September 16, 2013","
            New Walmart Neighborhood Market located at 5609 Pacific St. About 95 jobs created by Rocklin Walmart Neighborhood Market Store open from 6 a.m. to midnight, seven days a week ROCKLIN, Calif., Sept.…"
Walmart Ready to Reveal New Store to Salt Lake City Shoppers,http://news.walmart.com/news-archive/2012/11/17/walmart-ready-to-reveal-new-store-to-salt-lake-city-shoppers,"November 17, 2012","
            New Walmart provides 200 jobs, plus savings on wide selection of merchandise  SALT LAKE CITY, Utah, Nov. 17, 2012 – Residents of Salt Lake City are invited to the new Walmart store, which opened…"
Walmart Ready to Reveal New Store to Randallstown Shoppers,http://news.walmart.com/news-archive/2012/10/08/walmart-ready-to-reveal-new-store-to-randallstown-shoppers,"October 08, 2012","
            New Walmart provides 300 jobs, plus savings on wide selection of merchandise RANDALLSTOWN, Md., Oct. 8, 2012 – Residents of Randallstown are invited to the new Walmart store, which opens Wednesday,…"
Huntingdon Walmart Ready to Reveal New Look and Layout,http://news.walmart.com/news-archive/2010/08/06/huntingdon-walmart-ready-to-reveal-new-look-layout,"August 06, 2010","
            Store renovation brings more convenience, expanded selections for local shoppers HUNTINGDON, Tenn., Aug. 6, 2010 – The Huntingdon Walmart, located at 180 Veterans Drive N., will celebrate a grand…"
More Jobs and Grocery Options Coming to Torrance,http://news.walmart.com/news-archive/2013/07/15/more-jobs-grocery-options-coming-to-torrance,"July 14, 2013","
            TORRANCE, Calif., July 15, 2013 – Torrance shoppers will have a new, convenient option for their grocery shopping needs when the new Walmart Neighborhood Market opens this month in the Torrance…"
Billings Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/06/02/billings-walmart-unveils-new-design,"June 02, 2010","
            Renovated store offers a glimpse into the next generation of shopping BILLINGS, Mont., June 1, 2010 – The Billings Walmart, located at 2525 King Ave. W., will celebrate a grand re-opening this week,…"
Mount Sterling Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/05/21/mount-sterling-walmart-unveils-new-design,"May 21, 2010","
            Renovated store offers a glimpse into the next generation of shopping MOUNT STERLING, Ky., May 17, 2010 – The Mount Sterling Walmart on Indian Mound will celebrate a grand re-opening this week,…"
Price Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/06/02/price-walmart-unveils-new-design,"June 02, 2010","
            Renovated store offers a glimpse into the next generation of shopping PRICE, Utah, June 2, 2010 – The Price Walmart, located at 255 S. Highway 55 will celebrate a grand re-opening this week, giving…"
LaGrange Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/07/02/lagrange-walmart-unveils-new-design,"July 01, 2010","
            Renovated store offers a glimpse into the next generation of shopping LAGRANGE, Ky., June 25, 2010 – The LaGrange Walmart, located at 1015 New Moody Lane, will celebrate a grand re-opening this week,…"
Lee's Summit Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/06/02/lees-summit-walmart-unveils-new-design,"June 02, 2010","
            Renovated store offers a glimpse into the next generation of shopping LEE’S SUMMIT, Mo., June 1, 2010 – The Lee’s Summit Walmart at 1000 N.E. Sam Walton Lane will celebrate a grand re-opening this…"
Pendleton Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/06/02/pendleton-walmart-unveils-new-design,"June 02, 2010","
            Renovated store offers a glimpse into the next generation of shopping PENDLETON, Ore., June 1, 2010 – The Pendleton Walmart at 2203 S.W. Court Place will celebrate a grand re-opening this week,…"
Mitchell Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/06/02/mitchell-walmart-unveils-new-design,"June 02, 2010","
            Renovated store offers a glimpse into the next generation of shopping MITCHELL, S.D., June 1, 2010 – The Mitchell Walmart at 1101 E. Spruce St. will celebrate a grand re-opening this week, giving…"
Westminster Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/06/14/westminster-walmart-unveils-new-design,"June 13, 2010","
            Renovated store offers a glimpse into the next generation of shopping WESTMINSTER, Colo., June 10, 2010 – The Westminster Walmart at 9499 Sheridan Blvd. will celebrate a grand re-opening this week,…"
Hazard Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/06/02/hazard-walmart-unveils-new-design,"June 02, 2010","
            Renovated store offers a glimpse into the next generation of shopping HAZARD, Ky., June 1, 2010 – The Hazard Walmart, located at 120 Daniel Boone Plaza, will celebrate a grand re-opening this week,…"
Kansas City Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/05/21/kansas-city-walmart-unveils-new-design,"May 21, 2010","
            Renovated store offers a glimpse into the next generation of shopping Kansas City, Mo., May 17, 2010 – The Kansas City Walmart, located at 8301 N. Church Road, will celebrate a grand re-opening this…"
Sidney Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/05/21/sidney-walmart-unveils-new-design,"May 21, 2010","
            Renovated store offers a glimpse into the next generation of shopping SIDNEY, Neb., May 17, 2010 – The Sidney Walmart on Silverberg Drive will celebrate a grand re-opening this week, giving local…"
Surprise Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/06/02/surprise-walmart-unveils-new-design,"June 02, 2010","
            Renovated store offers a glimpse into the next generation of shopping SURPRISE, Ariz., June 2, 2010 – The Surprise Walmart, located at 13770 W. Bell Road will celebrate a grand re-opening this week,…"
"Inside and Out, Walmart in Ozark Gets a New Look",http://news.walmart.com/news-archive/2010/07/10/inside-out-walmart-in-ozark-gets-a-new-look,"July 10, 2010","
            Remodel brings more convenience and more savings on popular products OZARK, Mo., July 10, 2010 – The Ozark Walmart, located at 2004 W. Marier Lane, will celebrate a grand re-opening this week, giving…"
"Inside and Out, Walmart in Angola Gets a New Look",http://news.walmart.com/news-archive/2010/08/06/inside-out-walmart-in-angola-gets-a-new-look,"August 06, 2010","
            Remodel brings more convenience and more savings on popular products ANGOLA, Ind., Aug. 8, 2010 – The Angola Walmart, located at 2016 N. Wayne St., will celebrate a grand re-opening this week, giving…"
Bozeman Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/07/02/bozeman-walmart-unveils-new-design,"July 02, 2010","
            Renovated store offers a glimpse into the next generation of shopping BOZEMAN, Mont., July 1, 2010 – The Bozeman Walmart, located at 1500 N. 7th Ave, will celebrate a grand re-opening this week,…"
Montrose Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/06/14/montrose-walmart-unveils-new-design,"June 13, 2010","
            Renovated store offers a glimpse into the next generation of shopping MONTROSE, Colo., June 10, 2010 – The Montrose Walmart at 16750 S.Townsend, will celebrate a grand re-opening this week, giving…"
Central City Walmart Unveils New Design,http://news.walmart.com/news-archive/2010/05/21/central-city-walmart-unveils-new-design,"May 21, 2010","
            Renovated store offers a glimpse into the next generation of shopping CENTRAL CITY, Ky., May 17, 2010 – The Central City Walmart, located at 1725 West Everly Blvd.,will celebrate a grand re-opening…"
"New Walmart to Bring Quality Jobs, 24/7 Shopping Convenience to Tucson",http://news.walmart.com/news-archive/2014/03/10/new-walmart-to-bring-quality-jobs-24-7-shopping-convenience-to-tucson,"March 10, 2014","
            New store located at 9260 S. Houghton Road Tucson Walmart creates approximately 200 new jobs Store open 24 hours a day, seven days a week TUCSON, Ariz., March 10, 2014 – Tucson is poised to celebrate…"
